class_id,treatment_type,product_id,review_author_name,review_date,review_content,review_rating,review_is_verified
insects,Organic,B0BDVCCKKT,Katelyn,"Reviewed in the United States on January 29, 2024","We basically had a slug infestation on our wood deck. Used this ONE time and didn’t see a slug again for the rest of the season. Will definitely use this product again, if the beast decides to return.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,T. Guffey,"Reviewed in the United States on February 4, 2024","I’ve been using this on my orchids, keep using it every couple of days until you do not see any bugs.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Alice Gonzales,"Reviewed in the United States on February 11, 2024",This product does just what it says it does,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Philodoria,"Reviewed in the United States on January 18, 2024",works great against snails but for some reason doves love it and clean it within days of applying :(,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,ZomDee,"Reviewed in the United States on January 24, 2024","Works, but disintegrates quicky and molds.",4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Susan Hunter,"Reviewed in the United States on January 20, 2024",I had little snails all over my back patio.  I sprinkled some of this product around the patio ground and a started seeing less and less of the snails and then none.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Rana W.,"Reviewed in the United States on January 20, 2024","I used this to control pests on my staghorn ferns. I applied as directed when I first noticed the pests and after two applications, the pest issue cleared up.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Danascot,"Reviewed in the United States on December 27, 2023",I physically remove them then spray with this product. Have to keep spraying. Is it really working? Not sure. But it may be impossible to control these pests safely in winter in the house.,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Robert champion,"Reviewed in the United States on January 31, 2024",Got rid of mealy bugs on plant.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,theresa f.,"Reviewed in the United States on January 7, 2024",Kept the slug population down in my hosta garden.,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Amazon Customer,"Reviewed in the United States on January 8, 2024",I was very happy that the spray did its job of getting rid of the white flies.  I just sprayed it once and so far it’s almost two months and still working.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Willyjo,"Reviewed in the United States on January 11, 2024",Those darn mealybugs attacked my orchids and I tried EVERYTHING to stop them.  This spray saved me (and my plants!). A must have for plant care!,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Dee Dee,"Reviewed in the United States on January 6, 2024",Works. My plants are free of knats. New plants bringing home please check for any pest before placing with other plants.I was in a hurry & didn't inspect.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,EPB,"Reviewed in the United States on January 9, 2024",Bought it coz I bought plants that had small snails and slugs in them. I sprinkled a handful  around and they all disappeared,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,me q.,"Reviewed in the United States on December 11, 2023",It's insecticidal soap not much you can say about that but it works.,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,J L,"Reviewed in the United States on October 26, 2021","I live in a rental property that was obviously neglected lawn and garden-wise for decades, and I have been trying to create a small garden here.  There were a lot of tiny white snails all over, and after a rainfall, you could not walk to the post box without crunching quite a few larger snails underfoot.  It was both distressing and disgusting to feel and hear the crunch underfoot.  So, I tried this product in May 2020, and it helped a lot.  This past Spring/Summer (2021) I noticed a bit of a snail comeback as t'were, so I plan to retreat the property.  I have been waiting for the price to go down under $10 before I pull the trigger again.I cannot guarantee you will have as good results as I have had, but if you apply this generously in infested areas, I think you will see a great improvement.  I made sure to toss some of the bits into my neighbour's grassy area, too, which I am sure helped a lot.  My greatest pest problem now is the grasshoppers.  If only I could rid my garden and yard of those voracious grasshoppers, I would be very content indeed.  They decimated many of my plants again this year, so next year I plan to take drastic measures.  I am not keen to use chemicals, but if that is what it will take to rid my home of grasshoppers, then I am going to take that step.  This year I planned to use organic NOLO Bait in late May, but the company who makes NOLO sold out completely so early last Spring that it was unbelievable, and they never made any more the rest of the season.  Looking back, I should not have waited.  I thought they would make more available, so I waited, but now I realise that was a huge mistake.  I was overrun with grasshoppers all Summer through October again this year.  I will look for NOLO next Spring, BUT if they sell out as fast again, I will use chemicals.  I cannot go through another season with no help against the grasshopper hordes.  Thank heavens this product at least helped me to end the snail and slug problem for the most part.  If you have a snail/slug problem, I suggest you try this product.  Sprinkle generously in infested areas on days that are dry with no rain in the forecast.  You will not see an overnight miracle, but give it 2-4 weeks, and I think your snail/slug problem will be greatly improved.Recommended.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Grandma of 3,"Reviewed in the United States on December 28, 2023",Worked very well with 2 applications for aphids on my Hibiscus which I briught indoors for the winter,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Lulu,"Reviewed in the United States on December 11, 2023",I have been using the Kratky method to grow lettuce and greens in our house. After bringing in some other plants from outside to overwinter on our sunporch I noticed some aphids had also made it in. I have been using this with great results.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,LD Marketing,"Reviewed in the United States on January 3, 2024",reasonable price and size,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,ADi,"Reviewed in the United States on November 17, 2023",Worked okay but still have nats flying around on my plants inside!!!!,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,K C,"Reviewed in the United States on September 4, 2023","I bought this product in May.  Used it twice before.  I also used beer traps at the same time.  I don’t see any big slugs around but I still found those tiny baby slugs on the inner side of the leaves sometimes.  And for the last while I found some of the leaves were fell down on the ground.  It looked like it had been chewed apart.  But it didn’t look like it has been ate at all.  Just the whole leave and the stem were fell down with the bottom of the stem tearing apart.  I have Hostas for many years and this never happened before.  I finally found out why.  I used the slugs baits for the third time 3 days ago.  The next morning I woke up, all 4 of my Hosta has been chewed and tear apart most of the stems at the bottom.  All of the slug baits I sprinkled on and around the Hosta were totally gone.  Something were eating the baits and probably tried to tear the stems to get in between the stems to get the rest of the baits inside the stems.  Now I found out some other living things like the slugs baits and my poor Hostas were the victims.  I will update the review when I caught the predator.",3.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,C,"Reviewed in the United States on September 25, 2023","It works to control the slugs in garden, but you have to apply to wet spoil and it is small pellets. If you have large leaves ex: pumpkin plants, the pellets fall in the leaves and kind of corrode the plant.",4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Tony,"Reviewed in the United States on January 30, 2024",This product did seem to result in a small reduction in snails and slugs around my garden. However it did not completely resolve the problem.,3.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,RK,"Reviewed in the United States on December 6, 2023",Works great. I used the bait less than 2 days and I would say it made a big difference in my backyard. Couldn’t find any more snails. Works like a charm.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Denise50,"Reviewed in the United States on October 21, 2023",I purchased this because I have had a snail/ slug problem.  I had them for awhile before I figured out what was destroying my garden.  It is super easy to use and highly effective.  I used it last year successfully but those little guys have repopulated and started up again.  Snails and slugs repopulate by the hundreds very quickly so you have to stay on top of it.  I recommend this product because it works!!!  If you have a large yard I suggest keeping it on hand always..,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Amazon Customer,"Reviewed in the United States on November 25, 2023",I use this on my indoor plants and it’s perfect! Has never shown any sign of any negative impact on my indoor plants (and I have about 15 plants of many varieties from fiddle leaf to snake to zz to monstera to peace lily).,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Grant @ 808,"Reviewed in the United States on September 20, 2023",I like the fact that this bait is safe to use anywhere in the yard - no dangerous or poisonous chemicals.,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,fisherman,"Reviewed in the United States on December 3, 2023","Works well, & i don’t worry about our pets getting it on their fur and subsequently licking it off.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,sammysmom,"Reviewed in the United States on December 8, 2023",Killed black aphids on outdoor potted elephant ears. Will buy again if needed.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Beazley,"Reviewed in the United States on October 13, 2023","I had houseplants outside all summer and was getting them ready for bringing in.  I found many spiders and little white insects on most of them.  I was looking for a sustainable product.  I've used other insect repellent products before, not only did they kill the insects but the plants did not thrive either.This worked and after 2 weeks of having my plants indoors.  They are looking healthy and are thriving.  No signs of any spiders or bugs either.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Brad Barber,"Reviewed in the United States on November 23, 2023",Didn’t have insects before and don’t have them after using this product. Purchased this based on recommendation. No odor and sprays in large diameter. Used on all my outdoor/indoor plants.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Lucinda,"Reviewed in the United States on January 22, 2024",Still have Nats.,3.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Amazon Customer,"Reviewed in the United States on December 7, 2023",I’ve used this product for years and works perfect,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Xiaojun shen,"Reviewed in the United States on November 25, 2023",This product is very effective. I spread it all over my garden and within three days there were no slugs.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Mohammad Mustafa,"Reviewed in the United States on June 2, 2023","My small garden was full of snails that would munch on the leaves if my vegetable plants. After generously spreading this around the base of the plants and sparsely throughout the rest of the garden area, I don’t have any on the leaves! I found several dead ones at the base of the plants so I am happy! However, I now have squirrels coming and saw one eating this stuff so now I have to deal with those guys.",4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Amanda Lambert,"Reviewed in the United States on October 17, 2017","Boy did the slugs eat this stuff up! I put a few pellets in front of a slug by my front door one night and watched him go to TOWN on it like a fat kid with a chocolate cake! Did I say fat kid? okay... I meant me. Me with a chocolate cake. Mmmmm cake.What were we talking about again?RIGHT. SLUG KILLER.It almost works TOO good... I had a real problem after letting them go unchecked for about 12 years. I could go out after dark on any given night and there would be dozens on the siding, foundation and walkway. I did a combo of hand picking for several days (go out after dusk with rubber gloves and a ziplock bag and just collect all the slugs, seal em up and throw em in the trash) and then spread this stuff around their hidey holes where I know they sleep in the day (the crack between the walkway and the stairs and the stairs and hollow cement stoop, along flower bed edgers, the waterfall/pond, the woodpile, ect). I barely saw any slugs for several months after putting this out! I think I saw one lone slug on two occasions in the weeks to follow.But BEWARE. I messed with the ecosystem. The delicate balance of nature. And you know what happened? Mushrooms EXPLODED on my properrty. because slugs eat decaying matter and they LOVE a good mushroom feast. and I figured out that that's why I HAD so many slugs. Because apparently I have mushrooms out the wazoo! And fearful for my dogs health (I have the kind of mushrooms that sent Alice on her trippy ride to wonderland. My friend's dog died from eating one) I had now created a new chore. I had to walk around my half acre back yard and collect the bucket of mushrooms that sprouted overnight every single day.So as the slugs started to come back a little, I let them. I don't need to be slug free, I just don't want to worry about where I step when I run out to my car barefoot for my phone charger after dark, lest I get a slimy surprise underfoot!! Therefore I will certainly continue to use this product to control the population around the high traffic areas of the property and around the perimeter of my house!",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Keto_minded,"Reviewed in the United States on June 16, 2023","I container garden.  I was waking up to finding my new vegetable transplants riddled with holes on their leaves.  Additional research indicated the probable cause was snails and slugs.  I got this product, and sprinkled it around my containers.  It only took 48 hours to see the dramatic difference.  I had removed the very damaged leaves so only new minimally chewed ones remained on the plants.  I also use Tulle to discourage bunnies and squirrels from messing with my plants.  I saw no additional damage and none since.  Kale, cabbage, spinach, and more looked great after this treatment!  Drink your beer or use it to stop these guys.  Your choice, but I know which I would choose!",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Amazon Customer,"Reviewed in the United States on November 19, 2023",I use this for sooty mold on my lemon tree. Worked very well,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,SK,"Reviewed in the United States on November 22, 2023",I can only hope it works.  Good price,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Annie Perrine,"Reviewed in the United States on October 15, 2023","My name is Ann and I purchase this product from Amazon.  i was so impressed by it that I am referring everyone I used it once no more problem I can't, send pictures because I am not computer savvy. but try it you will love it I rate it 5 stars.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Tracy Gardner,"Reviewed in the United States on November 3, 2023",For some reason had a slug infestation in the garden this year.  Tried a few home remedies but there were too many.  Tried this and YAY it worked.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Desilynn,"Reviewed in the United States on May 15, 2023","It attracts and kills slugs alright, but I still see baby slugs munching on fallen squash blossoms 3 days after applying to a minor slug population in my garden. Think I will apply table salt to my borders and keep applying this when it's not raining, or expected to rain. It's working better than doing nothing. My plants are all healthy so thats what matters to me! It did rain a day after I applied it, so I'm sure that doesn't help.",4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,megan,"Reviewed in the United States on July 20, 2023",This killed all the slugs that were eating my flowers which was GREAT. The downfall was it then molded and causes root rot in one of my flowers,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Carol Waters,"Reviewed in the United States on August 19, 2023","OK, so this is my first growing season in Alaska. Coming here from San Antonio where we have no water and rockhard dirt. I just didn’t expect all these slimy little slugs everywhere. Everyone else did because we could not buy the slug killer and I just didn’t feel it right to give them balls of beer to drown in. Amazon, delivered within days, my slugs appear to be gone, but I will never again eat cabbage without checking under every single life. Disgusting creatures appear to have been managed by this product.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Mike B,"Reviewed in the United States on August 22, 2023","Every night when it got dark, we'd go outside to see a small army of slugs destroying our flower garden.We tried beer traps and salt, but the slugs just kept coming.Sprinkled this in the garden and within a couple of days, no more slugs.Kept waiting to see if this would mold as others had reported and after a few days of intermittent rain, some of the bait pellets did get a bit ""fuzzy"".  Nothing that concerned me though.This product definitely works.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,vidya,"Reviewed in the United States on November 17, 2023",All the slugs vanished after applying spreading this in the vegetable garden.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Wia,"Reviewed in the United States on June 17, 2023","Stopped the slugs in their tracks but after rain they swelled up and grew moldy. It’s unsightly and I wondered if they’ll affect my plants. They didn’t, i removed the moldy pellets from the soil surface and now apply them on the ground  between my pots.",4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,LayLa,"Reviewed in the United States on October 18, 2022",A little goes a long way. I wish this came with a scoop or something to spread out the tiny pellets. The pellets expand and turn into a creamy color once they get wet if you're tossing them into any potted plants. They don't mold but they do take awhile to absorb into the soil if not eaten by the slugs. That's why I said use sparingly because you won't need much. This product indeed stopped my slug infestation which was pretty bad. You could barely see my siding there were so many slugs crawling on them. Now my succulent plants are bite free! You do have to frequently be throwing bait out to stay snail and slug free. I believe I went with the cheapest and what seemed like the most safe product and I was completely satisfied. I would not pay any more than what i paid for this.,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,sp,"Reviewed in the United States on August 22, 2023",Seems to have reduced my snail population.,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Ts,"Reviewed in the United States on October 29, 2023",Really works. I had a slug problem and put this stuff out and within three days plug problem gone repeat if needed.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Carole Brooks,"Reviewed in the United States on July 11, 2023",I had slugs that would come up on my porch every time it rained!! I tried everything to no avail.  I saw this item and decided to give it a try.  I couldn't believe it.  It works and I have not seen any more slugs crawling around on my porch.  Just sprinkle around your plants and no more problems!! I use it about one time per month and it it doesn't take much.  I am so happy I found this!!  It is a great product.  Give it a try.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,BrendaStar,"Reviewed in the United States on November 5, 2023",I put these down in areas that my pets could not get too.  Helped thin out the snails.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Quiltlady-1958,"Reviewed in the United States on August 15, 2023","We have fought snails for years!!! Our garden always lost!!!! Then we learned about this product. Wow, It Works!!!! Within two months no more snails!!!! At first I used it every couple of days but now every couple of weeks, just to be safe. We don’t want them to come back!! Follow the instructions. We also searched for them in the evening so we knew where to place the bait. This is a excellent product!!!! Thank You!!!,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,El Chango,"Reviewed in the United States on July 20, 2023",It kills on contact but the bugs come back. But don’t worry spray again and the bugs die!!!,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Pocahontas,"Reviewed in the United States on August 28, 2023","Your product worked fairly well, not 100% for me.  I also thought it was a little bit pricy at 12.00, but was still willing to reorder again.  When I went to reorder this time, it has almost doubled in PRICE! WHY?  I had to take a second look to see if what I was reading was true, and it was!  I will not pay 22+ dollars for the small amount, I think you get.I liked your product but will look elsewhere, or come up with my own method… Until you lower your price I won’t be back… Thank you, L",3.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,AJ,"Reviewed in the United States on October 28, 2023",I had some aphids. Gone. I love that is safe to use indoors as well,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Draexo,"Reviewed in the United States on October 27, 2023",Works great!  Dead snails everywhere!  Kept my garden safe!,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Penelope Pickle-radish,"Reviewed in the United States on September 6, 2023","This product is so easy to use and sooo effective. 3 days after putting this out, the snails were dead. I had hundreds of them. They ate all of my garden completely to the soil before I got this bait, now I hardly ever see one.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Donna,"Reviewed in the United States on November 12, 2023","Yes, product works really good",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,nancy m,"Reviewed in the United States on August 19, 2023","I didn't know what was destroying my pepper plants! Never saw any bugs or beetles on them. Then we had a hard rain one day and went outside afterwards.  SLUGS everywhere!  After a few days if this, just a few slugs left and my peppers are growing and thriving!",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Susan,"Reviewed in the United States on July 26, 2023","There has been a slug fest in my hosta bed for years. Because I'm resistant to pesticides, I've tried to solve it with beer in a saucer (waste of beer and it doesn't work well). But these pellets seem to take care of the slugs for the most part. They have to be applied every two or three weeks, but I'd rather do that than have holes in my hosta leaves.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,mjf,"Reviewed in the United States on October 28, 2023",Product gets rid of slugs in 1-2 days. Good stuff,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,EJ Tom,"Reviewed in the United States on September 4, 2023","I bought this primarily because I had spider mite issues on a parlor palm since the label says ""mites"" but it definitely does not affect spider mites since the spider mites were coming back on the plant.Another plant had some fungus gnats that had just hatched, where I sprayed this on them and they all died instantly which eliminated that potential problem immediately.  So, at least this helped that problem. I'll have to find something else for spider mites.",3.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Jennifer Serna,"Reviewed in the United States on May 14, 2023","This product is more economically priced and is safe to use around pets and birds. This has effectively eliminated slugs in my garden; they ingest the bait and then die. As I was planting today, every slug I dug up was deceased. I wish there were more natural predators to help manage this garden pest, but this is the next best thing to get a grip on a very destructive pest. I’m in West Michigan, where we have a lot of muggy weather that seems to attract the slugs. I feel like I have a leg up right now.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Ros,"Reviewed in the United States on August 25, 2023","At night I would find up to nine 3-4"" slugs in less than a square foot area.  I put down the product per the directions and I've been slug free for over 2 weeks now.  I was surprised how well and how quickly it worked.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Amazon Customer,"Reviewed in the United States on July 13, 2023",works good,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Kelly,"Reviewed in the United States on October 31, 2023",It works but you have to put down a lot and often,3.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Shannon Hill,"Reviewed in the United States on May 29, 2023",I constantly have to place the bait out every week. I have seen a reduction in the slugs.,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Michael T.,"Reviewed in the United States on September 14, 2023",I’ve used this product for several years and it keeps away the snails. Be ready to reapply after a hard rain as ithe tablets will melt.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Patricia Newton,"Reviewed in the United States on October 16, 2023",Product was easy to use and got the job done.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Shopper One,"Reviewed in the United States on June 19, 2023","I had a large infestation of slugs that were eating my Serrano Peppers plans, they were eating the leaves really fast. I try other products without any success. I had to literally hunt them down every night with a flashlight.Then I learned about this product. I applied once and they go away within 24 hours. I haven’t find one in the last 72 hours after the first application.Product is effective and fast!",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Reese,"Reviewed in the United States on September 29, 2023",I have slugs literally all over my sidewalk and siding at night. This made them disappear! Definitely recommend.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Chris,"Reviewed in the United States on October 4, 2023","Snails were eating my strawberries, now I get to eat my strawberries.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,DJ,"Reviewed in the United States on August 3, 2023","I couldn't be happier with this product! We had a terrible infestation in our hibiscus and this cleaned it up on contact. No damage to to anything. I was surprised to have a bit left, as well. I will buy again to have on hand.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,nelda,"Reviewed in the United States on September 27, 2023","We just plain liked it.  It took care of a ""getting out of hand"" snail problem.",5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,David M.,"Reviewed in the United States on October 17, 2023",Works fine as required,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Carole Jackson,"Reviewed in the United States on June 29, 2023",I have not used the product yet. But I wonder whether freshness is an issue given that the bag is thick and resealable. Apparently it should be sealed. There is no indication of a puncture in the shipment packaging that I noticed.It was when I handled the package that I noticed air was escaping through the hole. I took a photograph showing the hole as pointed out with the tip of the scissors.Update: No evidence that its working. I tried it according to instructions. Sprinkle on moist ground (no puddles).,3.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Billy Roy,"Reviewed in the United States on December 24, 2022",I had a very bad snail problem. As instructed I went down the area that they were coming from an applied this at the base of the wall they were climbing and leaving a mass. It took a few days but I completely eradicated the snails in fact I still find dead ones in the mulch surrounding the wall. Good product and it did not affect my pets – – cat and dog,4.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Carol M.,"Reviewed in the United States on September 16, 2023",It works and gets rid of the little nasty buggers instantly. Keep a bottle in your garden arsenal and have it at the ready.,5.0 out of 5 stars,Verified Purchase
insects,Organic,B0BDVCCKKT,Christina A,"Reviewed in the United States on June 4, 2023","I read that slugs come out at night.  I have a large yard with much vegetation.  I used a container with a handle that made it easy to wind the product evenly.  Walked around later into the night and there were hundreds of slugs out along with snails.  In the morning, there were a lot of these dead critters all around the grass, plants, and patio concrete.  Will definitely buy this again and again.",5.0 out of 5 stars,Verified Purchase
